age,gender,education,department,job_role,monthly_income,years_at_company,promotions,overtime,performance_rating,attrition
33,Male,Post-Graduate,IT,Manager,59643,8,1,No,2,1
34,Male,Post-Graduate,HR,Lead,66123,9,2,No,2,0
32,Male,Post-Graduate,IT,Manager,42955,8,1,No,2,0
42,Female,Post-Graduate,IT,Executive,77888,7,2,No,2,1
48,Male,Post-Graduate,HR,Lead,50116,7,1,No,1,1
39,Female,Graduate,IT,Executive,77279,7,2,No,4,0
40,Male,Post-Graduate,IT,Manager,48896,5,1,No,2,0
44,Male,Post-Graduate,IT,Lead,61259,6,1,No,2,1
38,Male,Post-Graduate,IT,Lead,60097,6,1,No,2,0
39,Female,Post-Graduate,IT,Lead,76046,6,2,No,3,0
34,Male,Post-Graduate,IT,Manager,48601,7,0,No,1,0
45,Female,Post-Graduate,IT,Lead,72166,7,2,No,2,1
33,Male,Post-Graduate,HR,Manager,39219,8,2,No,2,0
40,Female,Post-Graduate,IT,Lead,87375,8,2,No,2,1
35,Male,Post-Graduate,HR,Manager,43352,7,1,Yes,2,0
39,Male,Post-Graduate,HR,Lead,59668,8,1,No,2,1
35,Male,Graduate,HR,Lead,74417,5,1,Yes,1,1
37,Male,Post-Graduate,HR,Lead,58891,7,1,Yes,2,0
38,Male,Post-Graduate,HR,Lead,67606,8,1,No,2,0
41,Female,Post-Graduate,HR,Lead,67935,5,2,No,2,1
43,Male,Post-Graduate,IT,Lead,77509,8,2,No,2,1
37,Female,Post-Graduate,IT,Lead,61983,6,1,No,2,0
37,Male,Graduate,IT,Lead,72196,9,1,No,2,1
39,Male,Post-Graduate,HR,Manager,49957,6,0,No,1,0
42,Male,Graduate,IT,Executive,107208,7,2,Yes,2,1
40,Male,Post-Graduate,IT,Lead,73789,6,1,No,2,1
33,Male,Post-Graduate,HR,Lead,46789,9,2,No,2,0
38,Male,PhD,HR,Manager,51418,7,0,Yes,1,0
46,Female,Post-Graduate,IT,Lead,53126,8,2,No,2,1
36,Male,Post-Graduate,HR,Lead,68648,9,1,Yes,2,0
43,Male,Post-Graduate,IT,Manager,70620,9,2,Yes,1,1
39,Male,PhD,Sales,Manager,29037,5,1,Yes,2,0
40,Male,Post-Graduate,IT,Manager,67007,5,0,No,2,0
39,Male,Graduate,IT,Lead,90234,6,1,No,2,1
33,Male,Post-Graduate,HR,Lead,53235,8,2,Yes,2,0
36,Male,Post-Graduate,HR,Manager,61229,7,1,No,2,0
42,Female,Post-Graduate,IT,Manager,76880,4,1,No,2,1
44,Female,Post-Graduate,IT,Lead,69576,9,1,No,3,1
35,Male,PhD,HR,Lead,49799,9,2,Yes,2,0
32,Male,Graduate,Finance,Manager,67582,8,1,No,2,0
38,Male,Post-Graduate,IT,Lead,68694,6,1,No,2,1
38,Male,Post-Graduate,HR,Manager,38923,5,1,No,2,0
41,Male,Graduate,IT,Lead,61405,8,1,Yes,1,1
42,Male,Post-Graduate,Finance,Manager,72871,9,1,No,2,1
36,Male,Post-Graduate,HR,Manager,61922,8,0,Yes,2,0
40,Male,Post-Graduate,Finance,Manager,82788,9,2,Yes,1,1
42,Male,Post-Graduate,IT,Lead,52139,10,2,No,2,1
42,Male,Post-Graduate,IT,Lead,71163,8,1,No,2,1
39,Male,Post-Graduate,IT,Manager,53417,5,1,No,2,0
35,Male,Post-Graduate,IT,Lead,82709,3,1,No,2,1
39,Male,Post-Graduate,Finance,Manager,99283,8,1,No,2,1
40,Male,Post-Graduate,HR,Lead,69343,7,1,Yes,3,0
36,Male,Post-Graduate,HR,Lead,57807,7,1,No,2,0
38,Female,Graduate,IT,Lead,91161,5,2,No,2,1
37,Male,Post-Graduate,IT,Lead,76446,8,1,No,2,0
35,Male,Post-Graduate,IT,Manager,44871,6,1,No,2,0
41,Male,Post-Graduate,IT,Lead,77178,5,1,No,2,1
44,Female,Post-Graduate,HR,Executive,93032,7,2,Yes,2,1
45,Male,Post-Graduate,IT,Manager,71009,9,2,Yes,2,1
47,Female,Post-Graduate,IT,Lead,63610,7,1,No,2,1
49,Female,Post-Graduate,HR,Lead,72745,1,1,No,3,0
38,Male,Graduate,IT,Lead,58706,7,1,No,2,1
38,Male,PhD,Sales,Manager,55641,7,1,Yes,2,0
34,Female,PhD,Sales,Lead,57044,9,2,Yes,3,0
38,Male,Post-Graduate,HR,Manager,52988,7,1,No,2,0
41,Female,Post-Graduate,HR,Lead,70194,5,2,No,2,1
33,Male,Graduate,Finance,Manager,66920,7,1,No,2,0
43,Male,Post-Graduate,HR,Manager,59439,4,0,No,2,0
23,Male,Post-Graduate,IT,Manager,59270,15,1,No,2,0
34,Male,Post-Graduate,IT,Lead,59233,8,2,No,2,0
35,Male,Post-Graduate,HR,Lead,53181,7,1,Yes,2,0
35,Male,Post-Graduate,IT,Lead,48096,6,1,No,2,1
46,Female,Post-Graduate,HR,Lead,96814,3,2,Yes,1,1
35,Male,Post-Graduate,IT,Lead,77930,8,1,No,2,0
45,Male,Graduate,IT,Lead,96598,9,2,Yes,2,1
38,Male,Post-Graduate,HR,Lead,73898,7,2,Yes,3,0
36,Male,Post-Graduate,HR,Lead,61954,8,1,No,2,0
42,Female,Post-Graduate,Finance,Lead,60244,9,1,No,3,1
36,Male,Post-Graduate,IT,Lead,70870,7,1,No,2,1
33,Male,Post-Graduate,HR,Lead,52427,8,2,No,2,0
45,Female,Post-Graduate,HR,Lead,71746,6,2,No,2,1
37,Male,Post-Graduate,HR,Manager,55902,7,1,Yes,2,0
36,Male,Post-Graduate,IT,Manager,58738,7,1,No,2,0
47,Female,Post-Graduate,IT,Lead,65897,8,1,No,2,1
39,Male,Post-Graduate,HR,Lead,70613,6,1,No,2,1
40,Male,Graduate,IT,Lead,57549,9,1,No,2,1
38,Female,Post-Graduate,HR,Lead,51105,5,2,Yes,2,0
43,Female,Post-Graduate,IT,Lead,73856,7,2,No,2,1
38,Male,Graduate,IT,Lead,71185,9,1,Yes,2,1
38,Male,Post-Graduate,IT,Manager,66856,8,1,No,2,0
36,Male,Post-Graduate,IT,Lead,81766,7,2,No,2,1
33,Male,Post-Graduate,IT,Lead,77783,10,1,Yes,2,0
38,Male,Post-Graduate,IT,Manager,65239,7,0,No,2,0
46,Male,Post-Graduate,IT,Lead,43354,10,1,No,2,1
34,Female,Post-Graduate,IT,Lead,76006,5,2,No,2,1
39,Male,Post-Graduate,IT,Lead,61389,7,1,No,2,1
33,Female,Post-Graduate,IT,Lead,60985,7,1,No,2,0
41,Male,Post-Graduate,IT,Lead,75373,6,1,Yes,2,1
38,Female,Post-Graduate,HR,Lead,43035,5,2,No,3,0
33,Male,Post-Graduate,IT,Manager,38850,7,1,No,2,0
33,Female,Post-Graduate,HR,Lead,69566,10,2,No,3,0
47,Male,Post-Graduate,Sales,Manager,65993,4,0,Yes,2,0
40,Male,Post-Graduate,HR,Manager,59511,5,0,No,1,0
44,Female,Post-Graduate,IT,Lead,79560,7,2,No,3,1
44,Female,Post-Graduate,IT,Lead,90265,6,3,No,2,1
50,Female,Post-Graduate,HR,Executive,68897,6,2,Yes,2,1
36,Male,Post-Graduate,HR,Lead,60414,7,1,Yes,2,0
35,Male,Post-Graduate,IT,Lead,75053,9,2,No,3,0
39,Male,Post-Graduate,IT,Lead,88957,8,0,No,1,0
40,Female,Graduate,IT,Lead,64907,7,1,No,2,1
46,Female,Post-Graduate,HR,Lead,79397,4,2,No,2,1
34,Male,Post-Graduate,HR,Manager,40210,8,1,Yes,2,0
46,Male,Post-Graduate,Finance,Manager,74839,9,2,No,2,1
32,Male,Post-Graduate,IT,Manager,54774,9,1,Yes,1,0
45,Male,Graduate,IT,Lead,65922,10,1,No,2,1
47,Female,PhD,Finance,Lead,72313,8,2,No,3,1
40,Female,Post-Graduate,HR,Lead,77200,5,2,No,2,1
43,Male,Post-Graduate,IT,Manager,91796,6,2,No,2,1
36,Male,Graduate,IT,Lead,60958,5,1,No,1,1
38,Female,Post-Graduate,HR,Lead,69957,6,1,No,2,0
50,Female,Post-Graduate,IT,Lead,77250,7,2,No,2,1
43,Female,Post-Graduate,IT,Lead,85276,6,2,No,2,1
42,Male,Post-Graduate,IT,Lead,67274,9,2,No,2,1
41,Male,Graduate,HR,Lead,75671,7,2,Yes,1,1
33,Male,Post-Graduate,IT,Manager,35238,7,1,No,2,0
45,Male,PhD,HR,Lead,72686,4,0,No,2,0
29,Male,Post-Graduate,IT,Lead,59561,9,2,No,2,0
45,Female,Post-Graduate,HR,Lead,87755,5,2,Yes,2,1
44,Male,Post-Graduate,IT,Lead,82968,8,2,Yes,2,1
42,Male,Post-Graduate,IT,Lead,75775,8,2,No,2,1
44,Male,Post-Graduate,IT,Lead,73828,8,2,No,2,1
38,Male,Post-Graduate,HR,Lead,57408,5,1,No,2,0
37,Female,Graduate,IT,Lead,105096,5,1,No,3,1
38,Male,PhD,Sales,Lead,53134,8,1,Yes,2,0
44,Male,Post-Graduate,IT,Manager,71590,7,1,No,2,1
39,Female,Post-Graduate,IT,Lead,58758,5,1,No,2,0
40,Male,Graduate,HR,Lead,67144,8,2,Yes,2,1
34,Male,Post-Graduate,HR,Manager,53656,9,1,Yes,2,0
43,Male,Post-Graduate,HR,Lead,72327,4,0,Yes,2,0
45,Male,Post-Graduate,IT,Manager,73518,7,1,Yes,1,1
45,Male,Post-Graduate,HR,Lead,61058,3,1,Yes,2,0
40,Male,Post-Graduate,HR,Lead,79773,8,2,Yes,1,1
38,Female,Post-Graduate,HR,Lead,79630,5,2,No,2,1
46,Female,Post-Graduate,IT,Lead,80001,4,2,No,2,1
39,Female,Graduate,IT,Lead,86377,5,1,No,2,0
36,Male,PhD,HR,Lead,40977,7,2,Yes,2,0
37,Male,Post-Graduate,IT,Manager,69832,7,0,No,1,0
36,Female,Post-Graduate,IT,Lead,51934,6,1,No,2,0
42,Male,Post-Graduate,Finance,Manager,77670,7,2,No,2,1
38,Male,Post-Graduate,HR,Manager,72075,8,1,No,2,0
38,Male,Post-Graduate,IT,Lead,62259,5,1,No,2,1
45,Male,Post-Graduate,HR,Lead,51946,9,2,No,2,1
35,Male,Post-Graduate,IT,Lead,67439,8,1,No,2,0
35,Male,PhD,HR,Lead,48977,8,2,Yes,2,0
42,Male,Post-Graduate,IT,Manager,74553,6,1,No,2,1
39,Female,Post-Graduate,IT,Lead,55622,7,1,No,2,1
42,Male,Post-Graduate,HR,Manager,54400,4,1,Yes,2,0
45,Female,Post-Graduate,IT,Lead,88349,9,3,Yes,2,1
45,Male,Post-Graduate,HR,Manager,58231,3,0,No,2,0
38,Male,Post-Graduate,HR,Lead,60576,7,1,No,2,0
45,Female,Post-Graduate,IT,Lead,98588,4,2,No,3,1
43,Male,Graduate,HR,Lead,86403,6,2,Yes,1,1
46,Female,Post-Graduate,HR,Executive,67194,5,2,No,2,1
37,Male,Post-Graduate,IT,Manager,51241,6,1,No,2,0
38,Male,Post-Graduate,IT,Manager,48328,4,1,No,2,0
35,Male,Post-Graduate,IT,Lead,90157,10,1,Yes,3,0
45,Female,Post-Graduate,HR,Executive,99262,5,2,Yes,2,0
40,Male,Post-Graduate,HR,Manager,49040,6,1,Yes,2,0
32,Male,Graduate,IT,Lead,94789,6,2,Yes,2,1
47,Female,PhD,HR,Executive,55183,5,2,No,3,1
31,Male,Graduate,IT,Lead,82572,5,1,No,2,1
48,Male,Post-Graduate,Finance,Lead,88671,10,2,Yes,2,1
33,Male,Post-Graduate,HR,Manager,44215,8,1,Yes,2,0
38,Male,Post-Graduate,IT,Lead,63904,5,1,No,2,0
35,Female,Post-Graduate,IT,Lead,55420,6,2,No,2,0
39,Male,Graduate,HR,Executive,97781,5,2,Yes,1,1
41,Male,Post-Graduate,HR,Lead,66078,8,1,Yes,2,1
40,Male,Post-Graduate,HR,Manager,60390,6,1,Yes,2,0
43,Male,Post-Graduate,HR,Lead,62428,6,1,Yes,1,1
35,Male,Graduate,Finance,Manager,69293,7,1,No,2,0
39,Male,Post-Graduate,HR,Manager,64096,6,0,No,1,0
34,Male,Graduate,IT,Lead,91739,8,2,Yes,2,1
40,Male,Post-Graduate,HR,Manager,55918,5,1,Yes,2,0
46,Male,Post-Graduate,IT,Lead,78707,8,2,Yes,1,1
35,Male,Post-Graduate,HR,Manager,37198,6,1,Yes,2,0
35,Male,Post-Graduate,IT,Manager,49904,6,1,No,2,0
39,Female,Post-Graduate,IT,Lead,89654,6,2,Yes,2,1
42,Female,Post-Graduate,HR,Lead,67935,5,1,Yes,2,0
41,Male,Graduate,IT,Lead,85454,8,2,Yes,2,1
32,Male,Post-Graduate,IT,Manager,46061,8,1,No,2,1
38,Male,Graduate,Finance,Manager,80173,8,2,No,2,1
32,Male,Post-Graduate,IT,Manager,44467,8,1,No,1,0
34,Male,Post-Graduate,IT,Lead,80798,9,1,No,2,0
42,Male,Post-Graduate,HR,Manager,56333,3,0,No,2,0
43,Male,Post-Graduate,IT,Lead,85170,8,2,Yes,1,1
40,Male,Post-Graduate,IT,Manager,52888,5,0,No,2,0
41,Female,Post-Graduate,Finance,Lead,116947,7,3,No,3,0
36,Female,Post-Graduate,IT,Lead,70354,7,2,No,3,0
39,Male,Post-Graduate,HR,Lead,80702,5,1,Yes,2,1
42,Male,Post-Graduate,IT,Lead,75604,8,2,Yes,2,1
31,Male,PhD,HR,Lead,67229,12,2,Yes,2,0
45,Male,Post-Graduate,IT,Lead,85227,8,2,Yes,2,1
36,Male,Post-Graduate,HR,Lead,62705,7,2,Yes,2,0
39,Male,Post-Graduate,HR,Lead,76702,6,1,No,2,0
34,Male,Post-Graduate,IT,Lead,79984,8,1,No,2,1
34,Male,Post-Graduate,IT,Lead,55418,7,1,No,2,0
37,Male,Post-Graduate,HR,Manager,54059,6,1,Yes,2,0
43,Male,Graduate,Finance,Manager,109025,6,2,Yes,2,1
36,Male,Post-Graduate,IT,Lead,59539,7,1,No,2,0
33,Male,Post-Graduate,IT,Lead,79056,10,2,No,3,0
45,Female,Graduate,IT,Executive,95852,6,2,Yes,2,1
35,Male,Post-Graduate,HR,Lead,57197,9,2,Yes,3,0
51,Female,Post-Graduate,HR,Lead,73547,7,2,No,2,1
39,Male,Post-Graduate,HR,Lead,62009,6,1,Yes,2,0
40,Male,Post-Graduate,IT,Lead,87442,7,2,Yes,1,1
40,Male,Graduate,IT,Manager,73300,11,1,Yes,2,1
43,Male,Post-Graduate,IT,Lead,67605,10,2,Yes,2,1
32,Male,PhD,HR,Lead,51108,9,1,No,2,0
38,Male,PhD,Sales,Manager,50061,7,0,No,1,0
44,Male,Post-Graduate,IT,Lead,71616,9,2,Yes,2,1
35,Male,Post-Graduate,HR,Lead,51055,7,2,Yes,3,0
35,Male,Post-Graduate,IT,Manager,50986,8,1,Yes,2,0
36,Male,Graduate,IT,Lead,69077,7,1,No,2,1
47,Male,Post-Graduate,IT,Lead,76690,8,2,Yes,2,1
39,Female,Post-Graduate,IT,Lead,75957,6,1,No,2,1
38,Female,Post-Graduate,Finance,Lead,88823,8,2,No,2,1
44,Female,Post-Graduate,IT,Executive,66193,6,1,No,2,1
36,Male,Graduate,Finance,Lead,66384,6,1,No,3,1
32,Male,Post-Graduate,IT,Manager,50981,9,1,Yes,2,0
35,Female,Post-Graduate,HR,Lead,60405,8,2,Yes,3,0
39,Male,Post-Graduate,HR,Lead,73872,7,0,Yes,2,0
41,Male,PhD,Sales,Lead,59621,6,1,Yes,2,0
36,Male,PhD,HR,Manager,50896,7,0,Yes,1,0
31,Male,Post-Graduate,IT,Lead,69615,11,2,No,2,1
42,Male,Post-Graduate,IT,Lead,86643,7,1,No,2,1
42,Male,Post-Graduate,HR,Lead,68742,4,0,No,2,0
48,Male,Graduate,IT,Lead,94777,8,2,Yes,2,1
34,Female,Post-Graduate,HR,Lead,27681,6,2,Yes,3,0
33,Male,Post-Graduate,HR,Lead,80193,11,1,Yes,2,0
44,Male,Graduate,IT,Manager,69176,9,2,Yes,1,1
35,Male,Post-Graduate,IT,Manager,49913,6,1,No,2,0
45,Male,Post-Graduate,IT,Lead,68398,9,2,No,2,1
35,Male,Post-Graduate,HR,Lead,50374,8,2,Yes,2,0
43,Male,Graduate,Finance,Lead,90673,7,2,Yes,2,1
37,Male,Post-Graduate,HR,Manager,61818,8,1,Yes,2,0
38,Female,Post-Graduate,IT,Manager,39863,4,1,No,2,0
34,Male,PhD,HR,Manager,49961,8,1,Yes,1,0
36,Male,Post-Graduate,HR,Lead,62954,7,1,Yes,1,1
30,Male,Post-Graduate,Finance,Lead,59893,10,2,No,2,0
46,Male,Post-Graduate,HR,Lead,74396,4,1,Yes,2,0
33,Male,Post-Graduate,IT,Manager,66554,10,1,Yes,2,0
40,Female,Post-Graduate,HR,Lead,49868,4,2,Yes,2,0
40,Male,PhD,Sales,Manager,46884,4,0,Yes,1,0
38,Female,Post-Graduate,IT,Lead,85547,6,2,No,2,1
38,Female,Post-Graduate,IT,Lead,77087,6,2,No,2,1
38,Male,Post-Graduate,IT,Manager,64727,6,1,No,2,0
40,Male,Post-Graduate,IT,Lead,81460,6,0,No,2,0
40,Male,Post-Graduate,HR,Manager,71069,6,0,No,1,0
36,Male,Graduate,IT,Lead,92863,7,2,Yes,2,1
40,Female,Post-Graduate,HR,Lead,54734,4,1,No,2,0
34,Male,Graduate,IT,Lead,68059,9,1,Yes,3,0
48,Male,Post-Graduate,HR,Lead,62283,7,1,Yes,1,1
46,Female,Post-Graduate,IT,Executive,71253,8,2,No,3,1
38,Male,Post-Graduate,HR,Lead,53862,6,1,Yes,3,0
43,Male,Post-Graduate,HR,Lead,71851,4,1,No,2,0
46,Female,Post-Graduate,HR,Lead,68006,7,2,No,2,1
44,Male,Post-Graduate,IT,Lead,83675,6,2,Yes,2,1
36,Female,Post-Graduate,IT,Lead,92909,4,2,No,2,1
35,Female,Post-Graduate,HR,Lead,54198,7,2,No,3,0
37,Male,Post-Graduate,IT,Lead,58632,6,1,Yes,2,0
42,Male,Post-Graduate,HR,Manager,53777,3,0,No,2,0
40,Male,PhD,Sales,Lead,73769,9,1,Yes,2,0
40,Female,Post-Graduate,IT,Lead,59458,9,1,No,3,1
39,Male,Post-Graduate,HR,Manager,56104,5,0,No,1,0
41,Female,Post-Graduate,IT,Executive,81226,7,2,No,2,1
42,Female,Post-Graduate,HR,Executive,90352,5,2,Yes,2,1
38,Female,Post-Graduate,HR,Lead,46211,6,2,No,3,0
35,Male,Post-Graduate,IT,Lead,73840,8,1,No,3,0
41,Male,Post-Graduate,IT,Manager,74000,7,1,Yes,1,1
51,Male,Post-Graduate,HR,Manager,61915,0,0,Yes,1,0
42,Female,Post-Graduate,HR,Lead,76054,4,1,No,2,0
38,Male,Graduate,IT,Lead,100870,5,2,Yes,2,1
37,Male,Post-Graduate,HR,Manager,38323,6,1,No,2,0
37,Male,Post-Graduate,HR,Lead,88123,4,1,Yes,1,1
32,Male,Post-Graduate,HR,Lead,65068,11,1,Yes,2,0
40,Male,Graduate,Finance,Lead,56929,12,2,No,3,1
38,Female,Post-Graduate,IT,Lead,64385,6,1,No,2,1
35,Male,Post-Graduate,HR,Lead,72177,8,1,Yes,2,0
42,Female,Post-Graduate,HR,Lead,55698,3,1,No,2,0
39,Male,Post-Graduate,HR,Manager,44985,5,1,No,2,0
36,Male,Post-Graduate,IT,Lead,68620,8,1,Yes,1,1
35,Male,Post-Graduate,HR,Lead,74749,9,2,Yes,2,0
41,Female,Post-Graduate,HR,Lead,89465,3,2,Yes,1,1
33,Female,Post-Graduate,IT,Lead,55287,8,2,No,2,0
39,Male,Graduate,IT,Lead,88348,5,1,No,2,1
42,Female,Post-Graduate,HR,Executive,77055,3,2,No,2,1
47,Male,Post-Graduate,IT,Lead,80955,7,2,Yes,2,1
41,Female,Post-Graduate,HR,Executive,65091,5,1,No,2,1
39,Female,Post-Graduate,HR,Lead,52900,4,1,No,2,1
39,Male,Post-Graduate,HR,Lead,52504,6,1,Yes,2,0
41,Male,Graduate,Finance,Lead,79732,9,2,No,3,1
43,Female,Graduate,IT,Executive,69671,6,2,No,2,1
41,Male,Post-Graduate,HR,Lead,81316,7,1,Yes,2,0
37,Male,Post-Graduate,IT,Manager,58609,6,1,No,2,0
45,Female,Post-Graduate,HR,Executive,81888,8,2,Yes,2,1
33,Male,Graduate,IT,Lead,90594,11,1,No,2,0
34,Male,Post-Graduate,IT,Lead,82427,8,2,No,2,0
39,Male,Graduate,IT,Lead,73418,8,1,Yes,1,1
43,Male,Graduate,Finance,Lead,95279,7,2,Yes,2,1
40,Male,Graduate,HR,Executive,63794,8,1,Yes,2,1
39,Male,Post-Graduate,IT,Lead,66364,7,1,No,2,0
37,Male,Graduate,IT,Lead,78930,8,1,No,2,1
38,Male,Post-Graduate,HR,Lead,71539,8,1,Yes,2,0
44,Male,PhD,Sales,Lead,53028,4,1,Yes,2,0
50,Female,Post-Graduate,IT,Lead,75946,7,2,Yes,2,1
38,Male,Post-Graduate,HR,Lead,46545,7,1,No,2,1
41,Male,Graduate,IT,Lead,65838,6,1,Yes,2,1
38,Male,Graduate,Finance,Manager,71396,10,1,Yes,2,1
38,Female,Post-Graduate,IT,Lead,64323,6,1,No,3,0
37,Male,Post-Graduate,IT,Manager,54136,6,0,Yes,2,0
46,Male,Graduate,IT,Executive,50839,8,1,No,2,1
38,Male,PhD,HR,Manager,38871,6,1,Yes,2,1
39,Male,Post-Graduate,IT,Lead,80049,7,1,No,2,1
34,Male,Post-Graduate,Finance,Manager,50648,7,1,No,1,0
32,Male,Post-Graduate,IT,Lead,65823,6,1,No,2,1
43,Male,PhD,Sales,Lead,60192,5,1,Yes,2,1
43,Male,Post-Graduate,HR,Lead,40540,7,1,No,2,1
40,Female,Post-Graduate,HR,Lead,79506,3,2,No,2,1
45,Male,PhD,Sales,Lead,46568,3,1,Yes,2,0
45,Male,Post-Graduate,Finance,Lead,82063,9,2,No,2,1
38,Male,Post-Graduate,HR,Lead,67336,7,1,No,2,1
39,Male,Post-Graduate,IT,Manager,68722,6,0,No,1,0
42,Male,Post-Graduate,IT,Lead,68794,7,1,No,2,1
40,Male,Post-Graduate,HR,Lead,68911,6,1,No,2,0
38,Male,Post-Graduate,IT,Manager,60734,6,0,No,2,0
46,Female,Post-Graduate,HR,Executive,80245,6,2,Yes,2,1
46,Male,Post-Graduate,IT,Lead,76206,6,2,Yes,2,1
39,Male,Post-Graduate,HR,Lead,68829,5,1,No,2,0
37,Male,Post-Graduate,HR,Lead,54592,7,2,Yes,2,0
37,Male,Post-Graduate,HR,Manager,61647,7,1,No,2,0
35,Male,Post-Graduate,IT,Lead,91582,9,1,No,2,0
38,Male,PhD,Sales,Lead,72573,9,1,Yes,2,0
45,Female,Post-Graduate,IT,Lead,74375,6,2,No,2,1
48,Female,Post-Graduate,HR,Executive,77970,6,2,No,2,1
46,Female,Post-Graduate,IT,Lead,95605,6,2,No,3,1
48,Male,Post-Graduate,IT,Lead,53634,9,1,Yes,1,1
37,Male,Post-Graduate,HR,Lead,69055,9,1,Yes,2,0
43,Male,Post-Graduate,HR,Manager,63180,5,1,Yes,2,0
33,Male,Graduate,IT,Lead,84603,10,1,No,2,0
37,Male,Graduate,IT,Lead,101937,4,1,Yes,2,1
37,Male,Post-Graduate,HR,Manager,51056,6,1,Yes,2,1
34,Male,Post-Graduate,IT,Lead,81584,9,1,No,2,0
35,Male,Graduate,IT,Manager,73313,9,1,Yes,2,1
39,Female,Post-Graduate,HR,Lead,50906,5,1,No,1,1
35,Male,Post-Graduate,HR,Manager,45140,8,1,Yes,1,1
35,Male,Post-Graduate,IT,Lead,84124,9,0,No,2,0
38,Male,Post-Graduate,HR,Manager,76545,7,0,No,1,0
37,Female,Post-Graduate,Sales,Executive,67077,3,1,No,1,1
36,Male,Post-Graduate,IT,Lead,80275,7,2,No,2,1
46,Female,Post-Graduate,IT,Lead,70846,8,2,No,2,1
35,Male,Graduate,Finance,Manager,67050,7,0,No,2,0
33,Male,Post-Graduate,HR,Lead,62002,9,2,Yes,3,1
48,Male,Post-Graduate,IT,Lead,71555,10,2,Yes,2,1
44,Female,Post-Graduate,HR,Executive,82044,6,2,Yes,2,1
36,Male,Graduate,Finance,Manager,112269,5,2,Yes,2,1
41,Female,Post-Graduate,HR,Lead,46157,4,1,Yes,2,0
36,Male,Post-Graduate,IT,Manager,57700,9,1,No,2,0
39,Male,Post-Graduate,HR,Lead,54856,6,1,Yes,2,0
40,Female,Post-Graduate,IT,Lead,88127,8,2,No,2,1
39,Male,Post-Graduate,IT,Manager,65949,5,0,No,1,0
37,Male,Post-Graduate,HR,Manager,55522,7,1,Yes,2,0
37,Male,Post-Graduate,HR,Lead,45649,7,2,Yes,3,0
40,Male,Post-Graduate,IT,Lead,65631,4,1,No,2,1
42,Female,Post-Graduate,Finance,Lead,67614,7,2,No,3,1
51,Female,Post-Graduate,IT,Lead,64480,8,2,No,2,1
35,Male,Post-Graduate,HR,Lead,64392,8,1,No,2,0
39,Male,Post-Graduate,HR,Manager,57920,6,1,No,2,0
40,Male,Post-Graduate,IT,Lead,85851,7,2,No,2,1
38,Male,Post-Graduate,IT,Lead,85112,8,1,No,2,0
40,Male,Graduate,IT,Manager,75225,8,1,Yes,1,1
45,Male,Post-Graduate,IT,Lead,76061,9,2,Yes,2,1
35,Male,Graduate,Finance,Manager,100326,8,2,Yes,2,1
42,Female,Post-Graduate,HR,Lead,66718,4,1,No,2,0
39,Female,Post-Graduate,IT,Lead,106534,4,2,No,2,0
39,Male,Post-Graduate,IT,Lead,69842,6,1,No,2,0
37,Male,Graduate,IT,Lead,50426,10,1,No,2,1
41,Male,Post-Graduate,HR,Lead,78506,6,1,Yes,1,1
40,Male,Post-Graduate,IT,Lead,85330,7,2,Yes,1,1
41,Male,PhD,Sales,Lead,50119,6,1,Yes,2,0
43,Female,Post-Graduate,IT,Manager,86506,5,2,No,2,1
49,Male,Post-Graduate,Sales,Manager,52297,1,0,Yes,2,0
37,Male,Post-Graduate,IT,Lead,57024,5,1,No,2,0
39,Male,PhD,HR,Lead,62094,7,1,Yes,2,0
34,Male,PhD,HR,Manager,34593,7,1,No,1,0
24,Male,Post-Graduate,IT,Lead,77966,14,2,No,2,0
40,Male,Post-Graduate,HR,Lead,78662,7,1,No,2,0
39,Male,PhD,HR,Manager,62450,6,0,Yes,1,0
39,Female,Post-Graduate,HR,Executive,69150,3,1,No,2,0
44,Female,Post-Graduate,IT,Lead,68338,7,2,No,2,1
40,Female,Post-Graduate,IT,Lead,100840,4,2,No,3,1
34,Male,Post-Graduate,HR,Manager,44644,7,1,No,2,0
35,Male,Post-Graduate,HR,Lead,49684,8,2,Yes,2,0
34,Female,Post-Graduate,IT,Lead,72437,9,2,No,3,0
36,Male,Graduate,IT,Lead,75137,7,1,No,2,0
39,Male,Post-Graduate,HR,Lead,68873,7,1,No,2,0
35,Male,Post-Graduate,IT,Manager,71167,8,1,No,1,0
37,Male,Post-Graduate,HR,Manager,54460,7,1,No,2,0
38,Male,Post-Graduate,IT,Lead,57242,8,1,No,2,1
48,Male,Post-Graduate,IT,Lead,55906,7,1,No,2,1
39,Male,Post-Graduate,HR,Manager,60342,5,0,Yes,1,0
42,Female,Post-Graduate,Finance,Lead,59123,9,2,No,2,1
40,Female,Post-Graduate,IT,Lead,78093,6,2,No,2,1
35,Male,Post-Graduate,IT,Manager,61374,7,1,No,2,0
44,Female,Post-Graduate,Finance,Lead,81387,7,2,No,3,1
46,Female,Post-Graduate,IT,Lead,66639,9,2,No,2,0
32,Male,Post-Graduate,IT,Lead,67158,9,1,No,2,0
33,Male,Graduate,HR,Lead,108816,4,2,Yes,1,1
42,Male,Post-Graduate,IT,Lead,75079,10,2,No,3,1
36,Male,Post-Graduate,Finance,Lead,86186,8,2,No,2,1
37,Female,Post-Graduate,IT,Lead,84926,5,2,No,2,1
